Manufacturer,Model,Variant,TOTAL,2005,2004,2003,2002,2001,2000,1999,1998,TOTAL,1997,1996,1995,1994,1993,1992,1991,Pre-1991,Umbral,
Sm_Sal_Chevrolet,Lacetti,All,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,
Sm_Sal_Chevrolet,Tacuma,All,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,
Sm_Sal_Citroen,C4,All,22,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,No,
Sm_Sal_Citroen,Xsara,Other,237,0,9,9,20,47,59,38,48,237,7,0,0,0,0,0,0,0,Si,
Sm_Sal_Citroen,ZX,All,525,0,0,0,0,0,0,0,3,525,22,31,73,119,153,103,21,0,Si,
Sm_Sal_Daewoo,Lacetti,All,4,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,No,
Sm_Sal_Daewoo,Lanos,All,167,0,0,1,9,3,33,46,60,167,15,0,0,0,0,0,0,0,Si,
Sm_Sal_Daewoo,Nexia,All,166,0,0,0,0,0,0,0,3,166,51,73,39,0,0,0,0,0,Si,
Sm_Sal_Daihatsu,Applause,All,12,0,0,0,0,0,0,0,0,12,0,0,0,0,2,2,4,4,No,
Sm_Sal_Fiat Auto,Brava,All,460,0,0,0,0,36,45,67,75,460,111,126,0,0,0,0,0,0,Si,
Sm_Sal_Fiat Auto,Bravo,All,331,0,0,0,6,34,37,42,92,331,41,70,9,0,0,0,0,0,Si,
Sm_Sal_Fiat Auto,Stilo,All,134,6,32,41,55,0,0,0,0,134,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Fiat Auto,Strada& Tipo,All,251,0,0,0,0,0,0,0,0,251,0,0,54,57,39,36,25,40,Si,
Sm_Sal_Ford Corporation,Escort Mk1,All,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,No,
Sm_Sal_Ford Corporation,Escort Mk2,All,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,34,No,
Sm_Sal_Ford Corporation,Escort Mk3,GHIA,299,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,299,Si,
Sm_Sal_Ford Corporation,Escort Mk3,GL,216,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,216,Si,
Sm_Sal_Ford Corporation,Escort Mk3,L,1086,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,0,1086,Si,
Sm_Sal_Ford Corporation,Escort Mk3,LX,232,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,232,Si,
Sm_Sal_Ford Corporation,Escort Mk3,Popular,416,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,416,Si,
Sm_Sal_Ford Corporation,Escort Mk3,XR3& XR3 I,230,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,230,Si,
Sm_Sal_Ford Corporation,Escort Mk3,Other,1183,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,1183,Si,
Sm_Sal_Ford Corporation,Escort Mk4,GHIA,467,0,0,0,0,0,0,0,0,467,0,0,2,86,119,122,120,18,Si,
Sm_Sal_Ford Corporation,Escort Mk4,GLX,115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,103,12,Si,
Sm_Sal_Ford Corporation,Escort Mk4,L,871,0,0,0,0,0,0,0,0,871,0,0,5,175,237,224,175,55,Si,
Sm_Sal_Ford Corporation,Escort Mk4,LX,2802,0,0,0,0,0,0,0,0,2802,0,0,32,480,969,787,423,111,Si,
Sm_Sal_Ford Corporation,Escort Mk4,Popular,202,0,0,0,0,0,0,0,0,202,0,0,0,0,0,11,167,24,Si,
Sm_Sal_Ford Corporation,Escort Mk4,RS Cosworth& GTI,12,0,0,0,0,0,0,0,0,12,0,0,0,4,6,2,0,0,No,
Sm_Sal_Ford Corporation,Escort Mk4,SI,55,0,0,0,0,0,0,0,0,55,0,0,2,20,4,0,29,0,No,
Sm_Sal_Ford Corporation,Escort Mk4,XR3& XR3I,129,0,0,0,0,0,0,0,0,129,0,0,0,4,45,53,17,10,Si,
Sm_Sal_Ford Corporation,Escort Mk4,Other,2352,0,0,0,0,0,0,0,0,2352,0,0,41,367,717,620,468,139,Si,
Sm_Sal_Ford Corporation,Escort Mk5,CL,62,0,0,0,0,0,0,3,40,62,19,0,0,0,0,0,0,0,No,
Sm_Sal_Ford Corporation,Escort Mk5,Encore,431,0,0,0,0,0,2,2,30,431,109,152,136,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,GHIA,132,0,0,0,0,0,0,2,8,132,36,47,39,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,L,99,0,0,0,2,0,0,0,2,99,17,23,55,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,LX,764,0,0,0,0,2,0,10,124,764,149,199,280,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,RS Cosworth& GTI,94,0,0,0,0,2,0,0,63,94,29,0,0,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,SI,242,0,0,0,0,0,0,2,57,242,43,72,68,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Escort Mk5,Other,716,0,4,1,6,8,75,119,127,716,77,145,154,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Focus,All,3058,251,496,529,444,466,464,375,33,3058,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Ford Corporation,Orion,GHIA,539,0,0,0,0,0,0,0,0,539,0,0,0,15,114,95,95,220,Si,
Sm_Sal_Ford Corporation,Orion,GL,176,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,16,160,Si,
Sm_Sal_Ford Corporation,Orion,GLX,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,2,50,4,No,
Sm_Sal_Ford Corporation,Orion,L,230,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,6,224,Si,
Sm_Sal_Ford Corporation,Orion,LX,797,0,0,0,0,0,0,0,0,797,2,2,2,2,214,243,182,150,Si,
Sm_Sal_Ford Corporation,Orion,Other& GLS,382,0,0,0,0,0,0,0,0,382,2,0,0,0,112,51,76,141,Si,
Sm_Sal_Honda,Ballade,All,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,No,
Sm_Sal_Honda,Civic,All,3283,64,141,127,112,73,86,114,130,3283,167,126,393,573,462,367,130,218,Si,
Sm_Sal_Honda,Concerto,All,204,0,0,0,0,0,0,0,2,204,2,0,0,11,20,40,82,47,Si,
Sm_Sal_Hyundai,Accent,All,273,0,0,9,8,16,25,20,58,273,65,45,27,0,0,0,0,0,Si,
Sm_Sal_Hyundai,Pony& X2,All,86,0,0,0,0,0,0,0,0,86,0,0,5,15,26,8,12,20,Si,
Sm_Sal_Kia,Cerato,All,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,No,
Sm_Sal_Kia,Mentor,All,30,0,0,0,0,0,0,3,2,30,9,9,7,0,0,0,0,0,No,
Sm_Sal_Kia,Picanto,All,14,11,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,No,
Sm_Sal_Kia,Rio,All,52,3,13,15,12,9,0,0,0,52,0,0,0,0,0,0,0,0,No,
Sm_Sal_Lada,Riva,All,10,0,0,0,0,0,0,0,0,10,2,0,0,2,2,2,2,0,No,
Sm_Sal_Lada,Samara,All,15,0,0,0,0,0,0,0,0,15,2,5,2,0,2,2,2,0,No,
Sm_Sal_Lancia,Beta& Coupe& Delta& Hpe& Prisma,All,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,12,No,
Sm_Sal_Mazda,3,All,35,15,20,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,No,
Sm_Sal_Mazda,323& 1300,All,667,0,0,1,9,2,11,15,32,667,44,42,39,38,56,59,111,208,Si,
Sm_Sal_MG,ZR,All,542,21,95,163,179,84,0,0,0,542,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Mitsubishi/Colt,Colt& Cordia& Tredia,All,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,No,
Sm_Sal_Mitsubishi/Colt,Colt Space Star,All,12,0,0,0,0,2,5,5,0,12,0,0,0,0,0,0,0,0,No,
Sm_Sal_Mitsubishi/Colt,Space Star,All,24,4,4,4,6,6,0,0,0,24,0,0,0,0,0,0,0,0,No,
Sm_Sal_Nissan/Datsun,Almera,All (Excluding Tino),476,38,42,53,47,51,40,34,32,476,63,58,18,0,0,0,0,0,Si,
Sm_Sal_Nissan/Datsun,Cherry,All,46,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,46,No,
Sm_Sal_Nissan/Datsun,Sunny,100 NX,72,0,0,0,0,0,0,2,2,72,2,0,11,13,17,23,2,0,No,
Sm_Sal_Nissan/Datsun,Sunny,GS,166,0,0,0,0,0,0,0,0,166,0,0,0,0,0,10,23,133,Si,
Sm_Sal_Nissan/Datsun,Sunny,GSX,44,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,No,
Sm_Sal_Nissan/Datsun,Sunny,GTI& GTIR,5,0,0,0,0,0,1,0,2,5,0,0,0,0,2,0,0,0,No,
Sm_Sal_Nissan/Datsun,Sunny,L,130,0,0,0,0,0,0,0,0,130,0,0,5,5,22,84,0,14,Si,
Sm_Sal_Nissan/Datsun,Sunny,LS,433,0,0,0,0,0,0,0,0,433,0,0,0,0,0,32,132,269,Si,
Sm_Sal_Nissan/Datsun,Sunny,LX,517,0,0,0,0,0,0,0,0,517,0,2,23,68,164,129,4,127,Si,
Sm_Sal_Nissan/Datsun,Sunny,SGL,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,No,
Sm_Sal_Nissan/Datsun,Sunny,SLX,155,0,0,0,0,0,0,0,0,155,0,0,2,20,30,61,0,42,Si,
Sm_Sal_Nissan/Datsun,Sunny,Other& GL& SGX,465,0,0,0,0,0,0,2,0,465,0,0,79,86,127,6,10,155,Si,
Sm_Sal_Peugeot,306,Cabriolet& Roadster,86,0,0,0,3,6,16,10,13,86,10,10,11,7,0,0,0,0,Si,
Sm_Sal_Peugeot,306,D,372,0,0,0,0,0,25,47,84,372,73,44,84,15,0,0,0,0,Si,
Sm_Sal_Peugeot,306,GLX,67,0,0,0,0,5,10,13,13,67,26,0,0,0,0,0,0,0,No,
Sm_Sal_Peugeot,306,GTI-6,51,0,0,0,0,0,6,8,18,51,19,0,0,0,0,0,0,0,No,
Sm_Sal_Peugeot,306,L,46,0,0,0,0,5,8,13,10,46,10,0,0,0,0,0,0,0,No,
Sm_Sal_Peugeot,306,LX,236,0,0,0,0,11,40,54,80,236,51,0,0,0,0,0,0,0,Si,
Sm_Sal_Peugeot,306,SL& SLDT,10,0,0,0,0,0,0,0,0,10,0,3,5,2,0,0,0,0,No,
Sm_Sal_Peugeot,306,ST& STDT,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,No,
Sm_Sal_Peugeot,306,Style,14,0,0,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,No,
Sm_Sal_Peugeot,306,XL,114,0,0,0,0,0,0,0,0,114,3,10,20,53,28,0,0,0,Si,
Sm_Sal_Peugeot,306,XLD,120,0,0,0,0,0,0,0,0,120,3,30,29,38,20,0,0,0,Si,
Sm_Sal_Peugeot,306,XLDT,43,0,0,0,0,0,0,0,0,43,2,17,13,11,0,0,0,0,No,
Sm_Sal_Peugeot,306,XN,65,0,0,0,0,0,0,0,0,65,0,0,21,31,13,0,0,0,No,
Sm_Sal_Peugeot,306,XND,50,0,0,0,0,0,0,0,0,50,0,10,11,22,7,0,0,0,No,
Sm_Sal_Peugeot,306,XR,47,0,0,0,0,0,0,0,0,47,0,7,5,16,19,0,0,0,No,
Sm_Sal_Peugeot,306,XRDT,70,0,0,0,0,0,0,0,0,70,2,10,27,18,13,0,0,0,No,
Sm_Sal_Peugeot,306,XS,49,0,0,0,0,2,6,7,3,49,5,10,7,9,0,0,0,0,No,
Sm_Sal_Peugeot,306,XSI,93,0,0,0,0,0,5,5,13,93,15,26,11,18,0,0,0,0,Si,
Sm_Sal_Peugeot,306,XT,41,0,0,0,0,0,0,0,0,41,2,9,5,18,7,0,0,0,No,
Sm_Sal_Peugeot,306,XTDT,42,0,0,0,0,0,0,0,0,42,2,5,13,15,7,0,0,0,No,
Sm_Sal_Peugeot,306,Other,373,0,0,0,8,36,54,62,57,373,43,38,25,37,13,0,0,0,Si,
Sm_Sal_Peugeot,307,All,664,76,171,145,185,87,0,0,0,664,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Peugeot,309,All,362,0,0,0,0,0,0,0,0,362,0,0,0,0,35,49,82,196,Si,
Sm_Sal_Proton,GE& GL,All,103,0,0,0,0,0,0,0,0,103,0,7,13,16,15,30,14,8,Si,
Sm_Sal_Proton,GLS,All,51,0,0,0,0,0,0,0,0,51,0,2,4,7,9,13,8,8,No,
Sm_Sal_Proton,Persona,All,161,0,0,0,0,2,2,26,18,161,38,24,23,24,4,0,0,0,Si,
Sm_Sal_Proton,Prism& SE& SL,All,60,0,0,0,0,0,0,0,0,60,0,5,14,4,17,10,2,8,No,
Sm_Sal_Proton,Satria,All,8,0,0,0,2,3,3,0,0,8,0,0,0,0,0,0,0,0,No,
Sm_Sal_Proton,Wira,All,16,0,0,3,0,5,8,0,0,16,0,0,0,0,0,0,0,0,No,
Sm_Sal_Renault,9,All,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,No,
Sm_Sal_Renault,11& 12& 14& 15& 16,All,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,No,
Sm_Sal_Renault,19,All,550,0,0,0,0,0,0,2,0,550,0,7,57,93,125,105,54,107,Si,
Sm_Sal_Renault,Megane,Cabriolet,35,0,0,0,2,3,5,2,18,35,5,0,0,0,0,0,0,0,No,
Sm_Sal_Renault,Megane,Classic,55,0,0,0,0,0,0,18,13,55,22,2,0,0,0,0,0,0,No,
Sm_Sal_Renault,Megane,Coupe,65,0,0,0,11,0,2,5,13,65,10,24,0,0,0,0,0,0,No,
Sm_Sal_Renault,Megane,Other,1027,76,125,74,59,103,86,114,127,1027,149,114,0,0,0,0,0,0,Si,
Sm_Sal_Rover Cars,45,All,155,0,10,15,24,39,67,0,0,155,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Rover Cars,200,All,37,0,0,0,0,0,2,15,15,37,5,0,0,0,0,0,0,0,No,
Sm_Sal_Rover Cars,211,All,25,0,0,0,0,0,0,8,17,25,0,0,0,0,0,0,0,0,No,
Sm_Sal_Rover Cars,213,All,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47,No,
Sm_Sal_Rover Cars,214,All,1866,0,0,0,0,0,6,59,130,1866,152,133,188,230,255,304,231,178,Si,
Sm_Sal_Rover Cars,216,All,998,0,0,0,0,0,8,33,50,998,85,114,36,80,136,175,148,133,Si,
Sm_Sal_Rover Cars,218,All,249,0,0,0,0,0,0,0,17,249,10,2,50,78,50,25,17,0,Si,
Sm_Sal_Rover Cars,220,All,324,0,0,0,0,0,0,28,38,324,41,52,29,49,65,8,14,0,Si,
Sm_Sal_Rover Cars,414,All,543,0,0,0,0,2,5,28,50,543,67,80,66,55,69,36,41,44,Si,
Sm_Sal_Rover Cars,416,All,961,0,0,0,0,0,3,70,95,961,123,131,134,62,69,95,116,63,Si,
Sm_Sal_Rover Cars,418,All,79,0,0,0,0,0,0,0,0,79,0,0,14,24,20,15,6,0,Si,
Sm_Sal_Rover Cars,420,All,298,0,0,0,0,0,0,28,57,298,73,75,4,16,22,23,0,0,Si,
Sm_Sal_Rover Cars,Maestro,All,230,0,0,0,0,0,0,0,2,230,0,0,0,44,52,30,37,65,Si,
Sm_Sal_Rover Cars,Tourer,All,29,0,0,0,0,0,0,0,2,29,2,12,9,4,0,0,0,0,No,
Sm_Sal_Seat,Cordoba,All,39,1,0,0,0,0,0,5,5,39,10,3,4,11,0,0,0,0,No,
Sm_Sal_Seat,Ibiza,All,291,7,20,21,17,20,21,11,18,291,22,23,21,49,13,6,10,12,Si,
Sm_Sal_Seat,Leon,All,143,18,23,37,26,34,5,0,0,143,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Skoda,Combi& Estelle& Rapid& S,All,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,No,
Sm_Sal_Skoda,Favorit,All,126,0,0,0,0,0,0,0,0,126,0,0,30,35,20,21,10,10,Si,
Sm_Sal_Skoda,Felicia,All,156,0,0,0,0,2,11,24,15,156,48,38,18,0,0,0,0,0,Si,
Sm_Sal_Subaru,Impreza,All,572,49,66,78,45,54,57,41,28,572,38,45,20,42,9,0,0,0,Si,
Sm_Sal_Suzuki,Baleno,All,54,0,0,0,0,0,2,7,5,54,10,14,16,0,0,0,0,0,No,
Sm_Sal_Talbot,Avenger& Horizon& Hunter,All,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,No,
Sm_Sal_Toyota,Corolla,All,1236,35,42,31,64,17,32,49,58,1236,22,33,45,89,106,93,116,404,Si,
Sm_Sal_Toyota,Prius,All,7,1,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,No,
Sm_Sal_Triumph,Acclaim,All,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,No,
Sm_Sal_Triumph,Herald,All,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,No,
Sm_Sal_Vauxhall,Astra Mk1,All,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,No,
Sm_Sal_Vauxhall,Astra Mk2,GL,245,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,35,210,Si,
Sm_Sal_Vauxhall,Astra Mk2,GTE,110,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,23,87,Si,
Sm_Sal_Vauxhall,Astra Mk2,L,1036,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,0,322,714,Si,
Sm_Sal_Vauxhall,Astra Mk2,LX,102,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,41,61,Si,
Sm_Sal_Vauxhall,Astra Mk2,SR& SRI,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,36,No,
Sm_Sal_Vauxhall,Astra Mk2,SX& SXI,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,58,4,No,
Sm_Sal_Vauxhall,Astra Mk2,Other,1271,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,361,910,Si,
Sm_Sal_Vauxhall,Astra Mk3,GLS,556,0,0,0,0,0,0,0,7,556,31,26,66,71,162,183,10,0,Si,
Sm_Sal_Vauxhall,Astra Mk3,GSI,38,0,0,0,0,0,0,0,0,38,2,0,0,5,6,21,4,0,No,
Sm_Sal_Vauxhall,Astra Mk3,L,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,12,0,No,
Sm_Sal_Vauxhall,Astra Mk3,LS,1452,0,0,0,0,0,0,0,32,1452,125,129,145,142,319,504,56,0,Si,
Sm_Sal_Vauxhall,Astra Mk3,Merit,1497,0,0,0,0,0,0,0,10,1497,87,101,145,268,486,359,41,0,Si,
Sm_Sal_Vauxhall,Astra Mk3,SI,87,0,0,0,0,0,0,0,0,87,0,0,0,0,15,68,4,0,Si,
Sm_Sal_Vauxhall,Astra Mk3,SR& SRI,50,0,0,0,0,0,0,0,0,50,0,0,2,0,4,44,0,0,No,
Sm_Sal_Vauxhall,Astra Mk3,Other,938,0,0,0,0,0,0,0,15,938,96,80,86,141,248,262,10,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,Active,13,0,6,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,No,
Sm_Sal_Vauxhall,Astra Mk4,CD,105,2,0,0,2,12,35,36,18,105,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,CDX,30,0,0,0,0,3,11,8,8,30,0,0,0,0,0,0,0,0,No,
Sm_Sal_Vauxhall,Astra Mk4,Club,591,69,83,83,111,82,78,60,25,591,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,Envoy,346,1,6,25,32,42,80,103,57,346,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,LS,673,0,17,46,68,73,123,212,134,673,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,Sport,77,4,6,0,0,0,11,26,30,77,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,SRI 16V,115,11,33,16,12,17,11,10,5,115,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Astra Mk4,Other,699,164,137,111,112,82,49,16,28,699,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Vauxhall,Belmont& Kadett,All,449,0,0,1,0,0,2,0,0,449,0,0,0,0,0,2,74,370,Si,
Sm_Sal_Volkswagen,411& 412& 1600& K70,All,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,No,
Sm_Sal_Volkswagen,Golf Mk1,All,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,69,No,
Sm_Sal_Volkswagen,Golf Mk2,C,71,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,71,No,
Sm_Sal_Volkswagen,Golf Mk2,CL,234,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,2,232,Si,
Sm_Sal_Volkswagen,Golf Mk2,Driver,282,0,0,0,0,0,0,0,0,282,0,0,0,0,0,11,91,180,Si,
Sm_Sal_Volkswagen,Golf Mk2,GL,178,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,8,170,Si,
Sm_Sal_Volkswagen,Golf Mk2,GTI,423,0,0,0,0,0,0,0,0,423,0,0,0,0,0,2,49,372,Si,
Sm_Sal_Volkswagen,Golf Mk2,Ryder,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,2,41,0,No,
Sm_Sal_Volkswagen,Golf Mk2,Other,348,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,37,311,Si,
Sm_Sal_Volkswagen,Golf Mk3,CL,556,0,0,0,0,0,0,0,5,556,22,52,41,88,183,165,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk3,Driver,69,0,0,0,0,0,0,0,0,69,0,0,13,35,6,15,0,0,No,
Sm_Sal_Volkswagen,Golf Mk3,GL,161,0,0,0,0,0,0,0,5,161,21,21,25,27,20,42,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk3,GTI,288,0,0,0,0,0,0,0,12,288,50,44,61,24,34,63,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk3,SE,30,0,0,0,0,0,0,0,2,30,2,26,0,0,0,0,0,0,No,
Sm_Sal_Volkswagen,Golf Mk3,Other,501,0,0,0,0,0,0,0,5,501,70,66,116,130,80,34,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk4,E,149,0,1,12,35,25,18,31,27,149,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk4,GTI,663,43,7,25,70,120,172,186,40,663,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk4,Match,108,0,10,96,2,0,0,0,0,108,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk4,S,430,39,42,7,62,61,56,108,55,430,0,0,0,0,0,0,0,0,Si,
Sm_Sal_Volkswagen,Golf Mk4,SE,492,45,106,19,76,67,64,80,35,492,0,0,0,0,0,0,0,0,Si,
